memory_decay,memory_gain,trial,effective_memory_gain,detuning_shift,perturb_noise_sigma_frac,perturb_weight_jitter_sigma,perturb_te_adaptive_total,perturb_te_adaptive_reference_mse,perturb_te_adaptive_family_tension,perturb_te_adaptive_weight_roughness,perturb_rmse,perturb_mse,perturb_bias,perturb_weight_phase_mean,perturb_weight_centroid_mean,perturb_weight_peak_mean,baseline_predict_te_adaptive_total,te_ratio_to_baseline,within_local_band,within_global_band
0.0,0.5,13,0.5696420291093176,0.04338291230334948,0.03,0.035,0.2346229761917124,0.013782636985235228,0.20621697650933618,0.014623362697140986,0.10718303914832586,0.011488203881071555,-0.07787020077898102,-0.5195767568069459,-0.158531580661544,-0.4718758647187199,0.24143703505754366,0.9717770769335069,1,1
0.0,0.5,14,0.5837071755927844,-0.01648641585945367,0.03,0.035,0.23847402148241253,0.012820614762199457,0.21090109424921885,0.014752312470994233,0.10452680207167447,0.010925852351331011,-0.07563349777366787,-0.524058827948991,-0.1498024790159709,-0.48966770362767,0.24143703505754366,0.9877275929335989,1,1
0.0,0.5,15,0.5281846721322142,0.02574946247620711,0.03,0.035,0.25794467814976013,0.017853975571116176,0.22433132440632744,0.01575937817231652,0.11683767925649195,0.013651043294042889,-0.06587932392208962,-0.5256454245043224,-0.16386377657975415,-0.48478744085681846,0.24143703505754366,1.068372456149,0,1
0.0,0.5,16,0.23228137657015874,0.018925439134302863,0.03,0.035,0.2369422789559505,0.013330821134610697,0.20814061619314927,0.015470841628190561,0.1040229625395254,0.010820776735499502,-0.0593052582110797,-0.4906391253527277,-0.1556663976144065,-0.46912692991290394,0.24143703505754366,0.9813833196695698,1,1
0.0,0.5,17,0.40847610811926494,-0.019781060111929285,0.03,0.035,0.24580904588188002,0.013264413232245047,0.2175178718647695,0.015026760784865463,0.10607777004333428,0.011252493297366509,-0.06637037096488495,-0.510918153914249,-0.16701002531160267,-0.48129787038991556,0.24143703505754366,1.0181082857619352,1,1
0.0,0.5,18,0.543664957431011,-0.04911785306266925,0.03,0.035,0.23697798941574288,0.013477328716403749,0.2071142879071376,0.016386372792201488,0.10671678573629184,0.011388472357885622,-0.07878070664786713,-0.5225842151996796,-0.16847640312734272,-0.483596809680421,0.24143703505754366,0.9815312276315106,1,1
0.0,0.5,19,0.6155975981139032,0.08015455577007471,0.03,0.035,0.24063692659646432,0.016953570741446475,0.2086112864860303,0.01507206936898752,0.11666854543449627,0.013611549493801122,-0.08458810982738449,-0.5186424512390081,-0.16834326209889672,-0.47614118458955984,0.24143703505754366,0.9966860574605356,1,1
0.0,0.5,20,0.41739995808639146,-0.08200937601737712,0.03,0.035,0.23570986042429784,0.019404361878642952,0.20145340914440482,0.014852089401250079,0.1191915912532275,0.014206635425476457,-0.07930562891518354,-0.50153926769391,-0.15435671840531534,-0.4723101574164831,0.24143703505754366,0.9762788064727485,1,1
0.0,0.5,21,0.3812537640503796,0.002130476451772244,0.03,0.035,0.24310642169847352,0.013034759847919441,0.2149121440162279,0.015159517834326177,0.10345517395756505,0.010702973018590045,-0.06327394649081261,-0.5169229773912081,-0.16868437798538072,-0.47069208474052965,0.24143703505754366,1.0069143768292714,1,1
0.0,0.5,22,0.692887983119489,0.09198374464870131,0.03,0.035,0.24136600388815738,0.017264730422686014,0.20867941787669975,0.015421855588771618,0.11672878983867706,0.013625610377202037,-0.08516578248932546,-0.5272269541012787,-0.1583750388717702,-0.48268603581383607,0.24143703505754366,0.9997057983694616,1,1
